	Statement	Label	Primary_Evidence	Secondary_Evidence
80c284c5-cd98-48fd-9c51-82d27f087b00	In NCT00450866 group A has a higher percentage of patients with >25% increase in tumor area at 3 months after treatment than group B. 	Contradiction	Outcome Measurement:   Central Nervous System (CNS) Progression-free Survival(PFS)  The number of patients that are documented to have progression free survival at 3 months after treatment. Progression free is define as <25% increase in tumor area.  PFS will be measured from the date of entry into the trial to the date of documented progression of brain metastases or death.  Time frame: 3 months after treatmentResults 1:   Arm/Group Title: Epothilone B: Group A  Arm/Group Description: Group A: Patients with progressive, radiographically measurable parenchymal brain metastases after whole brain radiation therapy (WBRT). Patupilone will be administered as a single intravenous infusion over 20 minutes, once every 3 weeks. Patupilone will be administered at a dose of 10 mg/m2 (q3weeks) with actual body weight.  Overall Number of Participants Analyzed: 45  Measure Type: Number  Unit of Measure: participants  12Results 2:   Arm/Group Title: Epothilone B: Group B  Arm/Group Description: Group B: an exploratory cohort of patients, with either leptomeningeal metastases (LMD) or unirradiated, asymptomatic brain metastasis from breast cancer (BCBM).Patupilone will be administered as a single intravenous infusion over 20 minutes, once every 3 weeks. Patupilone will be administered at a dose of 10 mg/m2 (q3weeks) with actual body weight.  Overall Number of Participants Analyzed: 10  Measure Type: Number  Unit of Measure: participants  2	
ccd845bd-e4e3-41d9-b039-d0e5332333f7	In order to be eligible for NCT00121992, patients must not have prior radiation, anthracycline or systemic anticancer therapy , and must have T1-3, N0 and M0 breast cancer.	Entailment	Exclusion Criteria:  Prior systemic anticancer therapy for breast cancer (immunotherapy, hormonotherapy, chemotherapy).  Prior anthracycline therapy or taxoids (paclitaxel, docetaxel) for any malignancy.  Prior radiation therapy for breast cancer.  Any T4 or N1-3 or M1 breast cancer.	
d1ef94af-04b3-4a65-b8d3-8c3d2f7f9247	In order to be eligible for NCT00121992, patients must not have prior radiation, anthracycline or systemic anticancer therapy , and must have T1-4, N1 and M1 bilateral breast cancer.	Contradiction	Exclusion Criteria:  Prior systemic anticancer therapy for breast cancer (immunotherapy, hormonotherapy, chemotherapy).  Prior anthracycline therapy or taxoids (paclitaxel, docetaxel) for any malignancy.  Prior radiation therapy for breast cancer.  Any T4 or N1-3 or M1 breast cancer.	
e0c6bf4d-a071-48ee-9ac4-f91229d52ea7	Both men and women of child bearing potential must use adequate methods of contraception to be eligible for NCT03197389.	Entailment	Inclusion Criteria:  Female subjects of childbearing potential (Section 5.7.2) must be willing to use an adequate method of contraception as outlined in Section 5.7.2 - Contraception, for the course of the study through 120 days after receiving the study medication.  Note: Abstinence is acceptable if this is the usual lifestyle and preferred contraception for the subject.  Male subjects of childbearing potential (Section 5.7.1) must agree to use an adequate method of contraception as outlined in Section 5.7.1- Contraception, until 120 after receiving the study therapy.	
1010ea3b-d251-4ab3-a419-f6eaf0f1b168	All women (regardless of Reproductive status) must use adequate methods of contraception to be eligible for NCT03197389.	Contradiction	Inclusion Criteria:  Female subjects of childbearing potential (Section 5.7.2) must be willing to use an adequate method of contraception as outlined in Section 5.7.2 - Contraception, for the course of the study through 120 days after receiving the study medication.  Note: Abstinence is acceptable if this is the usual lifestyle and preferred contraception for the subject.  Male subjects of childbearing potential (Section 5.7.1) must agree to use an adequate method of contraception as outlined in Section 5.7.1- Contraception, until 120 after receiving the study therapy.	
46614834-690a-4be5-a429-972cacb37d9c	Spanish women with a heart rate of at least 60 beats per minute are eligible for NCT01847001.	Entailment	Inclusion Criteria:  English or Spanish speaking women age 18  Heart Rate > 60 bpm	
a961d37c-0024-496b-9485-05f8b6953bf0	Spanish women with a heart rate of at most 50 beats per minute are eligible for NCT01847001.	Contradiction	Inclusion Criteria:  English or Spanish speaking women age 18  Heart Rate > 60 bpm	
edb9350e-6927-492a-bd6b-21078af2ca8a	children and illiterate adults are not able to take part in NCT00612560.	Entailment	Inclusion Criteria:  Age  18 and  85 yearsExclusion Criteria:  Inability to read and write English	
421762ad-accc-46cb-bff1-dbbae73bb266	children and illiterate adults are able to take part in NCT00612560, unless they are can read and write in italian. 	Contradiction	Inclusion Criteria:  Age  18 and  85 yearsExclusion Criteria:  Inability to read and write English	
4005f8fd-eaa4-4e0f-9480-d86a90355259	Median (95% Confidence Interval) Progression-Free Survival (PFS) was over a month higher for patients in the Docetaxel + Sunitinib group of NCT00393939 than for the Docetaxel group.	Entailment	Outcome Measurement:   Progression-Free Survival (PFS)  PFS defined as time from date of randomization to date of the first documentation of objective tumor progression or death due to any cause, whichever occurred first. PFS calculated as (Months) = (first event date minus randomization date plus 1) divided by 30.4.  Time frame: Baseline up to Month 33Results 1:   Arm/Group Title: Docetaxel + Sunitinib  Arm/Group Description: Sunitinib 37.5 milligrams (mg) daily by oral capsule for 2 weeks followed by a 1-week off-treatment period (Schedule 2/1) with docetaxel 75 milligrams per square meter (mg/m^2) every 3 weeks, or sunitinib 37.5 mg daily in continuous dosing (in absence of docetaxel), or docetaxel 100 mg/m^2 every 3 weeks (in absence of sunitinib).  Overall Number of Participants Analyzed: 296  Median (95% Confidence Interval)  Unit of Measure: months  Independent radiology assessment: 8.6        (8.2 to 10.3)  Investigator's assessment: 8.2        (7.3 to 8.6)Results 2:   Arm/Group Title: Docetaxel  Arm/Group Description: Docetaxel 100 mg/m^2 every 3 weeks  Overall Number of Participants Analyzed: 297  Median (95% Confidence Interval)  Unit of Measure: months  Independent radiology assessment: 8.3        (7.7 to 9.6)  Investigator's assessment: 6.9        (6.5 to 7.3)	
1818314c-76fc-446d-b5ae-1a017dbbb136	Median (95% Confidence Interval) Progression-Free Survival (PFS) was over a year higher for patients in the Trastuzumab + Sunitinib group of NCT00393939 than for the Docetaxel group.	Contradiction	Outcome Measurement:   Progression-Free Survival (PFS)  PFS defined as time from date of randomization to date of the first documentation of objective tumor progression or death due to any cause, whichever occurred first. PFS calculated as (Months) = (first event date minus randomization date plus 1) divided by 30.4.  Time frame: Baseline up to Month 33Results 1:   Arm/Group Title: Docetaxel + Sunitinib  Arm/Group Description: Sunitinib 37.5 milligrams (mg) daily by oral capsule for 2 weeks followed by a 1-week off-treatment period (Schedule 2/1) with docetaxel 75 milligrams per square meter (mg/m^2) every 3 weeks, or sunitinib 37.5 mg daily in continuous dosing (in absence of docetaxel), or docetaxel 100 mg/m^2 every 3 weeks (in absence of sunitinib).  Overall Number of Participants Analyzed: 296  Median (95% Confidence Interval)  Unit of Measure: months  Independent radiology assessment: 8.6        (8.2 to 10.3)  Investigator's assessment: 8.2        (7.3 to 8.6)Results 2:   Arm/Group Title: Docetaxel  Arm/Group Description: Docetaxel 100 mg/m^2 every 3 weeks  Overall Number of Participants Analyzed: 297  Median (95% Confidence Interval)  Unit of Measure: months  Independent radiology assessment: 8.3        (7.7 to 9.6)  Investigator's assessment: 6.9        (6.5 to 7.3)	
9def67a2-6f35-41bd-b6b2-a65cfb056ea0	All participants of NCT00503750 must have recently undergone either an echocardiography or a MUGA scan.	Entailment	Inclusion Criteria:  Normal (greater than 50%) left ventricular ejection fraction (LVEF) by MUGA scan or echocardiography.	
e7cb971a-3270-445c-93da-60d76a970640	All participants of NCT00503750 must have recently undergone either an echocardiography.	Contradiction	Inclusion Criteria:  Normal (greater than 50%) left ventricular ejection fraction (LVEF) by MUGA scan or echocardiography.	
771cab41-8c17-4836-a491-e982eb806045	There are several types of surgical and therapeutic treatments which are banned for patients wanting to take part in NCT00450723.	Entailment	  PRIOR CONCURRENT THERAPY:  No prior thoracic or cardiac surgery  No prior ipsilateral chest tube placement  Contralateral chest tube placement allowed  No prior neoadjuvant chemotherapy  No prior radiotherapy to the mediastinum	
4d405cce-f5d5-4605-8056-21fa80df59bb	There are several types of surgical and therapeutic treatments, such as Appendectomies and radiotherapy, which are banned for patients wanting to take part in NCT00450723.	Contradiction	DISEASE CHARACTERISTICS:  Histologically confirmed breast cancer  Stage I or II disease (T1-T2, N0, M0/MX disease)  No chest wall invasion by tumor (T3 disease)  Medially or centrally located lesion  No multicentric disease  Multifocal disease allowed  No clinically positive axillary nodes  No enlarged internal mammary nodes by CT scan  Hormone receptor status not specified  PATIENT CHARACTERISTICS:  Male or female  Menopausal status not specified  American Society of Anesthesiologists (ASA) physical status classification 1-2  Not pregnant or nursing  Negative pregnancy test  No other concurrent known, invasive malignancy  No known chronic pulmonary disease  No known allergy to methylene blue or isosulfan blue  PRIOR CONCURRENT THERAPY:  No prior thoracic or cardiac surgery  No prior ipsilateral chest tube placement  Contralateral chest tube placement allowed  No prior neoadjuvant chemotherapy  No prior radiotherapy to the mediastinum	
